Sr No;Date dd/mm/yyyy;Startup Name;Industry Vertical;SubVertical;City  Location;Investors Name;InvestmentnType;Amount in USD;Remarks
535;2017/10/09;Agrowave;Technology;Agriculture Supply Chain management solutions;Gurgaon;Daffodil Software;Seed Funding;N/A;nan
536;2017/10/09;MyGubbi;eCommerce;Home Interior Designing Seller;Bangalore;Firoze Irani, Vipul Parekh, Ananda Kallugadde, Rajesh K Murthy;Private Equity;27,00,000;nan
537;2017/10/09;IBSFintech;Technology;Treasury Risk Management Solution;Bangalore;Shailesh Haribhakti;Seed Funding;N/A;nan
538;2017/10/09;Letsservice;Consumer Internet;Auto Service Logistics & SAAS platform;Bangalore;Aequs Group;Private Equity;N/A;nan
539;2017/10/09;OneStepUp;Technology;Education Technology platform;New Delhi;Orient BlackSwan;Seed Funding;3,36,000;nan
540;2017/10/09;ThirdWatch;Technology;AI-powered anti-fraud solutions;Gurgaon;Rahul Agarwalla, Keshav Sanghi, Batlivala & Karani Securities;Seed Funding;N/A;nan
541;2017/10/10;Parallel Dots;Technology;AI-powered deep learning solutions;Gurgaon;Multipoint Capital,;Private Equity;14,00,000;nan
542;2017/10/10;Easy Diner;Consumer Internet;online restaurant reservation platform;Gurgaon;Saama Capital and DSG Consumer Partners;Private Equity;45,00,000;nan
543;2017/10/11;Meesho;ECommerce;Online Reseller Network;Bangalore;SAIF Partners, YCombinator, Venture Highway;Private Equity;31,00,000;nan
544;2017/10/11;StanPlus;Logistics;Medical Transportation Services;Hyderabad;KStart Capital;Private Equity;11,00,000;nan
545;2017/10/12;UCLID;Technology;Education Network for Institutions, teachers & Students;Hyderabad;Undisclosed investors;Seed Funding;2,35,000;nan
546;2017/10/13;Policy Bazaar;Consumer Internet;Online insurance policy aggregator;Gurgaon;Wellington Management, DG Ventures India, True North;Private Equity;7,70,00,000;nan
547;2017/10/13;Gapoon;Consumer Internet;home maintenance services platform;Bangalore;Vida Ventures, Snehal Mantri, Anshu Bahadur;Seed Funding;2,50,000;nan
548;2017/10/13;Chaayos;eCommerce;Online Chai ordering platform;Gurgaon;Tiger Global Management;Private Equity;20,00,000;nan
549;2017/10/16;KrazyBee;Consumer Internet;Micro-lending platform;Bangalore;Xiaomi Technologies, Shunwei Capital;Private Equity;80,00,000;nan
550;2017/10/16;Renew Buy;Consumer Internet;Online Insurance Aggregator;New Delhi;Amicus Capital;Private Equity;92,00,000;nan
551;2017/10/17;Fingerlix;Consumer Internet;Food Ordering Portal;Bangalore;Accel Partners, Zephyr Peacock;Private Equity;70,00,000;nan
552;2017/10/18;Bank Bazaar;Consumer Internet;Online Financial Marketplace;Chennai;Experian;Private Equity;70,00,000;nan
553;2017/10/18;Hasura;Technology;App building platform;Chennai;Nexus, GREE Ventures;Private Equity;N/A;nan
554;2017/10/18;BlackBuck;Logistics;B2B Logistics provider;Bangalore;Innoven Capital;Private Equity;77,00,000;nan
555;2017/10/18;LenDen Club;Consumer Internet;Online peer-to-peer lending platform;Mumbai;Undisclosed Investor;Seed Funding;5,00,000;nan
556;2017/10/23;Toppr;Consumer Internet;Mobile based learning app;Mumbai;SAIF Partners, Helion Ventures, FIL Capital Management;Private Equity;70,00,000;nan
557;2017/10/23;RAW Pressery;Food & Beverage;Cold pressed Juice maker;Mumbai;DSG Consumer Partners, Sequoia Capital, Saama Capital;Private Equity;60,00,000;nan
558;2017/10/23;Cashe;Consumer Internet;app-only lending platform;Mumbai;IFMR Capital;Debt Funding;31,00,000;nan
559;2017/10/23;Park Easy;Consumer Internet;Machine learning based parking discovery;Kolkata;Rockstart Accelerator;Seed Funding;1,18,000;nan
560;2017/10/24;TagBox;Technology;Cold Chain monitoring solution;Bangalore;Indian Angel network, IAN Fund;Seed Funding;N/A;nan
561;2017/10/24;FYRE;Food & Beverage;Herbal energy shot maker;Mumbai;Venture Catalysts;Seed Funding;5,00,000;nan
562;2017/10/24;ZipLoan;Consumer Internet;SME lending platform;New Delhi;Matrix Partners India, WaterBridge Ventures, Whiteboard Capital, Sarbvir Singh;Private Equity;30,00,000;nan
563;2017/10/24;Skillenza;Consumer Internet;Online Learning Platform;Bangalore;Blume Ventures, Indian Angel Network;Seed Funding;7,22,000;nan
564;2017/10/24;Chevon;Food & Beverage;Frozen Meat provider;Mumbai;Greenfield Advisory;Private Equity;N/A;nan
565;2017/10/25;PropStory;Consumer Internet;Real Estate content portal;Gurgaon;Abhishek Bhatewara, Vivek Shah, Haitong Securities, Suraj Saharan, Paras Arora;Seed Funding;N/A;nan
566;2017/10/25;SpotDraft;Consumer Internet;Contract Automation;Gurgaon;Hunch Ventures, Spiral Ventures, 500 Startups, Singapore Angel Network, Citrus Payments;Seed Funding;5,50,000;nan
567;2017/10/26;Big Basket;eCommerce;Online Grocery portal;Bangalore;Helion Ventures Partners;Private Equity;50,00,000;nan
568;2017/10/27;OfBusiness;Technology;B2B Finance & Fulfilment Network;Gurgaon;Kotak Mahindra Bank;Debt Funding;38,00,000;nan
569;2017/10/27;Olly Credit;Technology;Credit + payment mobile app;New Delhi;Incubate Fund, Sandesh Kirkire, Anand Kumar, Yogesh Chaudhary;Seed Funding;N/A;nan
570;2017/10/28;CashFree;Technology;Payments Platform for Marketplaces and Fintechs;New Delhi;Y Combinator;Seed Funding;1,20,000;nan
571;2017/10/28;Ola Cabs;Consumer Internet;App based cab hailing services;Bangalore;ANI Technologies Pvt. Ltd;Private Equity;77,00,000;nan
572;2017/10/30;GoldFarm;Food & Beverage;Agriculture Technology;Coimbatore;Mahindra & Mahindra and Infuse Ventures;Private Equity;20,00,000;nan
573;2017/10/31;NetMeds;ECommerce;Online Pharmacy;Chennai;TannCam Investment & Sistema Asia Fund;Private Equity;1,40,00,000;nan
574;2017/10/31;MSE;Finance;Equity Stock Exchange;Mumbai;IL&FS, Trust Capital, Rosy Blue Securities, Radhakrishan Damani and Rakesh Jhunjhunwala;Private Equity;3,20,00,000;nan
575;2017/09/01;Aahaa Stores;eCommece;Online B2B store for office supplies;Chennai;YourNest Angel Fund;Private Equity;10,00,000;nan
576;2017/09/01;MFine;Consumer Internet;Online Doctor Discovery platform;Bangalore;Stellaris Venture Partners, Mayur Abhaya, Rohit MA;Private Equity;15,00,000;nan
577;2017/09/01;Canvera;Consumer Internet;Online Photography platform;Mumbai;InfoEdge;Private Equity;13,00,000;nan
578;2017/09/04;PrimaryIO;Technology;Application Performance Acceleration;Pune;Accel Partners, Exfinity Ventures, Partech Ventures;Private Equity;56,00,000;nan
579;2017/09/05;Shubh Loans;Consumer Internet;online lending platform;Bangalore;SRI Capital, BeeNext, Pravega Ventures;Private Equity;15,00,000;nan
580;2017/09/05;Nest Education;Technology;EduTech Platform;Gurgaon;Michael and Susan Dell Foundation, Anand Mahindra;Seed Funding;6,00,000;nan
581;2017/09/06;Lending Kart;Consumer Internet;Online Lending Platform;Ahmedabad;Bertelsmann India, Mayfield Capital, Saama Capital, Darrin Capital;Private Equity;1,07,50,000;nan
582;2017/09/06;GoFro;Consumer Internet;Online travel booking platform;New Delhi;HIS Co. Ltd, MakeMyTrip;Private Equity;1,00,00,000;nan
583;2017/09/06;OncoStem;Healthcare;Medical Diagnostic Solutions;Bangalore;Sequoia Capital India, Artiman Ventures;Private Equity;60,00,000;nan
584;2017/09/06;Power2SME;eCommerce;Buying Club for Small Businesses;Gurgaon;International Finance Corporation (IFC), Inventus Capital Partners, Accel Partners, Kalaari Capital, and Nandan Nilekani,;Private Equity;2,60,00,000;nan
585;2017/09/07;Credit Vidya;Consumer Internet;Online Credit scoring platform;Mumbai;Matrix Partners;Private Equity;50,00,000;nan
586;2017/09/07;Tails Life;Consumer Internet;Pet care portal & mobile app;Bangalore;V Balakrishnan.;Private Equity;N/A;nan
587;2017/09/07;OYO Rooms;Consumer Internet;Branded budget hotels marketplace;Gurgaon;SoftBank Group, Sequoia Capital India, Lightspeed Venture Partners, Greenoaks Capital, Hero Enterprise;Private Equity;25,00,00,000;nan
588;2017/09/07;Early Salary;Consumer Internet;Online Unsecured Lending platform;Pune;IFMR Capital;Debt Funding;7,80,000;nan
589;2017/09/07;MamaEarth;eCommerce;online babycare products marketplace;Gurgaon;Fireside Ventures;Seed Funding;N/A;nan
590;2017/09/07;Seniority;eCommerce;Ecommerce portal for senior citizens;Pune;RPG Enterprises;Private Equity;10,00,000;nan
591;2017/09/08;AYE Finance;Consumer Internet;Micro Lending Platform;New Delhi;Triodos Investment Management,;Debt Funding;69,00,000;nan
592;2017/09/08;Farmizen;Technology;Agre-Tech Mobile app;Bangalore;Venture Highway, Alok Mittal, Mohit Agarwal, Anuj Gupta,;Seed Funding;N/A;nan
593;2017/09/11;Ecom Express;Logistics;Logistics Solutions provider;New Delhi;Warburg Pincus;Private Equity;3,00,00,000;nan
594;2017/09/11;Call Health;Consumer Internet;Healthcare Services Aggregator;Hyderabad;Sachin Tendulkar, P.V SIndhu, Pullela Gopichand;Private Equity;62,00,000;nan
595;2017/09/12;Sattviko;eCommerce;Health Food etailer;New Delhi;Raman Roy, Arvind Uppal, Sonu Bhasin, G Ravishankar;Seed Funding;N/A;nan
596;2017/09/12;3HCare;Consumer Internet;Healthcare services portal;New Delhi;Undisclosed Investor;Seed Funding;1,00,000;nan
597;2017/09/12;Tonbo Imaging;Technology;Imaging Technology for Armed Forces;Bangalore;WRV Capital, Qualcomm Ventures, Edelweiss Private Equity, Artiman Ventures;Private Equity;1,70,00,000;nan
598;2017/09/12;Get My Parking;Consumer Internet;Smart Parking Enabler;New Delhi;IAN Fund, Beenext, Indian Angel Network;Private Equity;30,00,000;nan
599;2017/09/13;WittyFeed;Technology;Content marketing platform;Indore;Anand Chandrasekaran, Apurva Chamaria, Ritesh Malik, Ashish Toshniwal, Ajeet Khurana;Seed Funding;N/A;nan
600;2017/09/13;Glowroad;Consumer Internet;women focussed customer-to-customer reseller network;Bangalore;Accel Partners,;Private Equity;20,00,000;nan
601;2017/09/13;OYO Rooms;Consumer Internet;udget hotel marketplace;Gurgaon;China Lodging Group;Private Equity;1,00,00,000;nan
602;2017/09/13;Unacademy;Consumer Internet;Online learning platform;Mumbai;Sequoia Capital India, SAIF Partners, Nexus Venture Partners and Blume Ventures,;Private Equity;1,15,00,000;nan
603;2017/09/13;Heterogenous;Technology;Telecom & IoT platform;Chennai;Chennai Angels, Keiretsu Forum & Others;Seed Funding;7,80,000;nan
604;2017/09/14;Gurukul;Consumer Internet;co-working space provider;New Delhi;Rohit Nanda, Rajit Nanda, Smarak Bhuyan, Sashwat Brahma,;Seed Funding;N/A;nan
605;2017/09/14;Smaaash;Technology;Virtual Reality gaming and entertainment platform;Mumbai;ECL Finance;Private Equity;4,40,00,000;nan
606;2017/09/14;WheelStreet;Consumer Portal;Bike Rental Platform;Bangalore;Y Combinator;Seed Funding;1,20,000;nan
607;2017/09/14;Xprep;Consumer Internet;Online Tutoring Platform;New Delhi;Rising Stars, Manish Amin, Pallav Pandey, Chavi Jafa;Private Equity;N/A;nan
608;2017/09/18;The Moms Co;eCommerce;Pregnancy & Baby Care product etailer;Gurgaon;DSG Consumer Partners, Saama Capital;Private Equity;10,00,000;nan
609;2017/09/19;Noticeboard;Technology;mobile-first communication platform for on-field staff,;Bangalore;Shamik Sharma, Aprameya Radhakrishna;Seed Funding;N/A;nan
610;2017/09/19;High Radius;Technology;Integrated receivables software solutions;Hyderabad;Susquehanna Growth Equity LLC;Private Equity;5,00,00,000;nan
611;2017/09/20;HWell24 Plus;Healthcare;Technology-Empowered Healthcare Solutions;Mumbai;Undisclosed Investors;Seed Funding;N/A;nan
612;2017/09/21;SaveBC;Finance;financial services firm;Gaya;Incofin Investment Management.;Private Equity;60,00,000;nan
613;2017/09/21;Gaming Monk;Consumer Internet;E-sports platform;New Delhi;AdvantEdge;Private Equity;N/A;nan
614;2017/09/21;91SpringBoard;Consumer Internet;Co-working spaces;New Delhi;Sandway Investment Ltd, Pearl Brook Holdings, Silo Holdings and Al Nour;Private Equity;N/A;nan
615;2017/09/21;Homergize;eCommerce;Home Furnishing & Building material marketplace;Bangalore;LG Chandrasekhar;Private Equity;10,00,000;nan
616;2017/09/22;Yatra.com;eCommerce;Online Travel Agency;Gurgaon;InnoVen Capital India;Debt Funding;1,54,00,000;nan
617;2017/09/22;Ace Turtle;Technology;Omni-channel web commerce solutions provider;Bangalore;InnoVen Capital;Private Equity;N/A;nan
618;2017/09/25;Vogo;Consumer Internet;Scooter Rental Platform;Bangalore;AV Thomas Group;Seed Funding;N/A;nan
619;2017/09/25;Synup;Technology;SME Marketing Management Solution;Bangalore;Vertex Ventures, Prime Venture Partners.;Private Equity;60,00,000;nan
620;2017/09/25;Tinmen;Consumer Internet;Food Delivery platform;Hyderabad;Zomato Media Pvt. Ltd;Private Equity;N/A;nan
621;2017/09/25;Cropin;Technology;Crop Technology Solutions;Bangalore;Beenext;Private Equity;N/A;nan
622;2017/09/25;Rapido;Consumer Internet;Bike Aggregator Mobile App;Bangalore;Battery Road Digital Holdings LLC;Seed Funding;4,22,000;nan
623;2017/09/25;Sportobuddy;Consumer Internet;Sports & Sport related equipment portal;Mumbai;Mehul Shah;Seed Funding;1,50,000;nan
624;2017/09/26;Credifiable;Consumer Internet;Online consumer lending platform;Bangalore;Kae Capital;Private Equity;N/A;nan
625;2017/09/26;Inclov;Consumer Internet;Matchmaking app for the differently abled;Gurgaon;Rajan Anandan, Jamil Khatri, Ravi Iyer, Raghav Bahl;Seed Funding;N/A;nan
626;2017/09/26;Multibhashi;Consumer Internet;Language learning Mobile App;Bangalore;Aniruddha Malpani, Startup Oasis;Seed Funding;N/A;nan
627;2017/09/27;Transerve;Technology;Geospatial Technology-based SaaS solutions;Mumbai;IL&FS Investment Managers, Omidyar Network.;Private Equity;16,00,000;nan
628;2017/09/27;Fashalot;Consumer Internet;O2O fashion discovery platform;Gurgaon;Capillary Technologies, Whiteboard Capital, YourNest Angel Fund, Rajul Garg;Private Equity;N/A;nan
629;2017/09/27;Pitstop;Consumer Internet;Car repair and Servicing Platform;Bangalore;Blume Ventures, Goldbell Group, Anurag Srivastava, Shailesh Rao, Amiya Pathak, Rajesh Yohanan and Rahul Garg;Private Equity;10,00,000;nan
630;2017/09/27;GoChoppers;Consumer Internet;Luxury Helicopter Tourism Services portal;Gurgaon;Rivergate Capital,;Seed Funding;N/A;nan
631;2017/09/27;MyUpchar;Consumer Internet;Local Language Health Information portal;New Delhi;LetsVenture;Seed Funding;3,00,000;nan
632;2017/09/28;Aadyah;Technology;Defense Tech & Aerospace startup;Bangalore;Keiretsu Forum;Private Equity;10,00,000;nan
633;2017/08/01;TouchKin;Technology;Predictive Care Platform;Bangalore;Kae Capital;Private Equity;13,00,000;nan
634;2017/08/02;Ethinos;Technology;Digital Marketing Agency;Mumbai;Triton Investment Advisors;Private Equity;N/A;nan
635;2017/08/02;Leverage Edu;Consumer Internet;Online platform for Higher Education Services;New Delhi;Kashyap Deorah, Anand Sankeshwar, Deepak Jain, Sadashiva NT, Arjun Mehta, Satish Kaul, Anindya Ghose;Seed Funding;N/A;nan
636;2017/08/02;Zepo;Consumer Internet;DIY Ecommerce platform;Mumbai;Kunal Shah, LetsVenture, Anupam Mittal, Hetal Sonpal;Seed Funding;5,00,000;nan
637;2017/08/02;Click2Clinic;Consumer Internet;healthcare service aggregator;Hyderabad;Narottam Thudi, Shireesh Palle;Seed Funding;8,50,000;nan
638;2017/08/03;SpeedBox;Logistics;On-Demand Logistics Service provider;Mumbai;Cismat Cargo Services Pvt. Ltd.;Seed Funding;3,00,000;nan
639;2017/08/03;Skill Connect;Consumer Internet;Recruitment Portal;Jaipur;Rajasthan Angel Investor Network;Seed Funding;N/A;nan
640;2017/08/03;Chai Point;Consumer Internet;Tea Delivery Portal & offline stores;Bangalore;DSG Consumer Partners, Eight Roads Ventures India;Private Equity;N/A;nan
641;2017/08/03;Zoctr;Consumer Internet;Health Products & Services Aggregator;Mumbai;SIDBI;Private Equity;N/A;nan
642;2017/08/04;Lime Tray;Technology;Restaurant Management Solutions;New Delhi;JSW Ventures;Private Equity;N/A;nan
643;2017/08/04;CoutLoot;eCommerce;Fashion Resale Marketplace;Mumbai;Anuj Puri, Redcliffe Capital, Artha India Ventures, Siddharth Kothari, Apoorv Ranjan Sharma,;Seed Funding;N/A;nan
644;2017/08/04;Box My Space;Logistics;Warehouse Aggregator;Mumbai;R. Jayakumar, Vaibhav Vohra, Aditya Vazirani, Rhea Vazirani, AVN Business Solutions, Dreamweaver Investments;Seed Funding;N/A;nan
645;2017/08/05;Curatio;Healthcare;Skincare Speciality services;Chennai;Anicut Capital;Private Equity;N/A;nan
646;2017/08/08;New Castle Technologies;Technology;Hospital Management Software;Chennai;Undisclosed investors;Seed Funding;2,43,000;nan
647;2017/08/08;My Forex Eye;Consumer Internet;foreign exchange services;New Delhi;Rahul Dev Kumar, Rajesh Mahajan, Ankit Sharma and others;Seed Funding;2,20,000;nan
648;2017/08/09;TruxApp;Logistics;Mobile based Logistics Service;New Delhi;Venugopal Dhoot, Ajay Bhatia, Tarun Khandelwal, Ganpat Singhvi, Mandhian family & Others;Seed Funding;31,00,000;nan
649;2017/08/09;CroFarm;Technology;Agriculture Supply Chain solutions;Gurgaon;Factor[e] Ventures;Seed Funding;7,83,000;nan
650;2017/08/09;DoodhWala;Consumer Internet;Online milk delivery;Bangalore;Tom Varkey;Seed Funding;N/A;nan
651;2017/08/10;Stayabode;Consumer Internet;Co-Living space aggregator;Bangalore;Incubate Fund, Sanjay Shenoy, Mridul Upreti,;Private Equity;N/A;nan
652;2017/08/11;Flipkart;eCommerce;Online Marketplace;Bangalore;Softbank;Private Equity;2,50,00,00,000;nan
653;2017/08/11;Moong Labs;Technology;Mobile games developer;New Delhi;Nazara Games;Private Equity;N/A;nan
654;2017/08/11;Ola Cabs;Consumer Internet;App based cab aggregation Service;Gurgaon;Tekne Capital Management;Private Equity;3,60,00,000;nan
655;2017/08/14;Sports Flashes;Consumer Internet;Sports Content Mobile App;New Delhi;Bennett, Coleman and Company Ltd (BCCL),;Private Equity;N/A;nan
656;2017/08/14;Digilend;Technology;Personal Loans & EMI solutions platform;Mumbai;InCred Finance, Fullerton India Credit Company Ltd;Seed Funding;3,12,000;nan
657;2017/08/15;KNAB Finance;Consumer Internet;Unsecured Small Business Loans;Bangalore;InCred, Krishnakumar Natarajan, Ravi Bhardwaj;Seed Funding;3,85,000;nan
658;2017/08/17;Get Simpl;Consumer Internet;Payment Solution Mobile app;Mumbai;Green Visor Capital LP II, IA Venture Strategies Fund II LP, Boillot Family Trust, Russell M Byrne, The Oliver R. Grace, Jr. Millennium Trust, SF Capital Investments LP;Seed Funding;N/A;nan
659;2017/08/20;Rootefy;eCommerce;Building material online store;New Delhi;Abhinav Gupta,;Seed Funding;1,87,000;nan
660;2017/08/21;Uniphore;Technology;speech recognition startup;Chennai;IDG Ventures;Private Equity;68,00,000;nan
661;2017/08/21;Cerebroz;Consumer Internet;E-Tech platform;Vadodara;Undisclosed HNI\\xe2\\x80\\x99s;Seed Funding;7,34,000;nan
662;2017/08/22;Flochat;Consumer Internet;instant messaging platform;Mumbai;iSquare Global,;Seed Funding;N/A;nan
663;2017/08/22;EasyGov;Consumer Internet;Govt service application portal;Noida;Social Alpha, Rajan Anandan, Rajeev Ahuja, Kshitij Arora;Seed Funding;N/A;nan
664;2017/08/23;Milk Basket;Consumer Internet;Online Grocery platform;Gurgaon;Blume Ventures. Lenovo Capital and Incubator Group (LCIG);Seed Funding;N/A;nan
665;2017/08/23;Dhruva;Technology;Cloud data protection and management solutions;Pune;Riverwood Capital, Sequoia Capital India, Nexus Venture Partners, Tenaya Capital;Private Equity;8,00,00,000;nan
666;2017/08/23;Bombay Shaving Company;eCommerce;Men Grooming product etailer;New Delhi;Fireside Ventures;Private Equity;23,00,000;nan
667;2017/08/23;Awign;Technology;Operations and manpower outsourcing;Bangalore;IIT Ropar, Imanpreet Singh Arora, Sidharth Rozario, Saurabh Abichandani, Shikhar Gupta,;Seed Funding;N/A;nan
668;2017/08/23;Indiez;Technology;Software & Mobile app development platform;Bangalore;Haresh Chawla;Seed Funding;5,00,000;nan
669;2017/08/24;Ezetap;Technology;mPOS solutions provider;Bangalore;JS Capital Management, Social Capital, Horizons Ventures,;Private Equity;1,60,00,000;nan
670;2017/08/25;Ink Monk;Consumer Internet;Online printing marketplace;Chennai;VAMM Ventures, Raksul, Dena;Seed Funding;7,50,000;nan
671;2017/08/25;Medinfi;Consumer Internet;Online Doctor Discovery Platform;Bangalore;PBS Srinivas, Vinod Martin,;Seed Funding;1,25,000;nan
672;2017/08/28;Mobikon;Technology;Restaurant & Hotel CRM platform;Pune;Sistema Asia Fund, C31 Ventures, Qualgro.;Private Equity;70,00,000;nan
673;2017/08/29;CureFit;Consumer Internet;End to End health and wellness platform.;Bangalore;Accel Partners, IDG Ventures, Kalaari Capital,\\xc2\\xa0 UC-RNT fund;Private Equity;2,50,00,000;nan
674;2017/08/29;Doxper;Technology;Healthtech IoT platform;Mumbai;idal Health, growx ventures, Capier Investments, Globevestor & others;Seed Funding;7,50,000;nan
675;2017/08/29;Fieldassist;Technology;SAAS based sales force automation services;Gurgaon;Small Industries Development Bank of India (SIDBI);Debt Funding;N/A;nan
676;2017/08/30;Treebo;Consumer Internet;Budget Hotel Aggregator platform;Bangalore;Ward Ferry Management and Karst Peak Capital,;Private Equity;3,40,00,000;nan
677;2017/08/30;MedGenome;Technology;Genomics Research and Diagnostics Solutions;Bangalore;Sequoia India, Sofina s.a., Zodius Capital, Kris Gopalakrishnan, Lakshmi Narayanan,;Private Equity;3,00,00,000;nan
678;2017/07/01;Billion Loans;Consumer Internet;Peer to Peer Lending platform;Bangalore;Reliance Corporate Advisory Services Ltd;Seed Funding;10,00,000;nan
679;2017/07/03;Ecolibriumenergy;Technology;Energy management solutions provider;Ahmedabad;Infuse Ventures, JLL;Private Equity;26,00,000;nan
680;2017/07/04;Droom;eCommerce;Online marketplace for automobiles;Gurgaon;Asset Management (Asia) Ltd, Digital Garage Inc;Private Equity;2,00,00,000;nan
681;2017/07/05;Jumbotail;eCommerce;online marketplace for food and grocery;Bangalore;Kalaari Capital, Nexus India Capital Advisors;Private Equity;85,00,000;nan
682;2017/07/05;Moglix;eCommerce;B2B marketplace for Industrial products;Noida;International Finance Corporation, Rocketship, Accel Partners, Jungle Ventures, Shailesh Rao, Venture Highway;Private Equity;1,20,00,000;nan
683;2017/07/05;Timesaverz;Consumer Internet;Hyperlocal home services provider;Mumbai;BCCL;Private Equity;10,00,000;nan
684;2017/07/06;Minjar;Technology;Cloud Solutions provider;Bangalore;Blume Ventures, Contrarian Capital India Partners, Emergent Ventures India, Pallav Nadhani, Ashish Gupta, Sharad Sharma, Sirion Labs;Seed Funding;N/A;nan
685;2017/07/06;MyCity4kids;Consumer Internet;parenting blog and kids\\xe2\\x80\\x99 events discovery platform;Gurgaon;N/A;Seed Funding;N/A;nan
686;2017/07/07;Clip App;Consumer Internet;Digital Media Video platform;Bangalore;India Quotient, Shunwei Capital;Seed Funding;10,00,000;nan
687;2017/07/07;Upwardly.in;Consumer Internet;MF investment platform;Bangalore;Sreeram Iyer, Suvo Sarkar, Anita Gupta, Likemind Ventures;Seed Funding;N/A;nan
688;2017/07/10;Autorox.co;Technology;Workshop Management Software Platform;Hyderabad;Mitsui & Co.;Private Equity;30,00,000;nan
689;2017/07/11;Fabogo;Consumer Internet;Salon & Spa Aggregation & Discovery platform;Pune;Dunamis Ventures Pte Ltd;Private Equity;22,50,000;nan
690;2017/07/11;Flickstree;Consumer Internet;Video Content Discovery Platform;Mumbai;Venture Catalysts, Sourav Ganguly, Ankit Aditya, Moksh Sports Ventures;Seed Funding;4,64,000;nan
691;2017/07/11;Design Cafe;Consumer Internet;Online Interior Design platform;Bangalore;Fireside Ventures, Apurva Salarpuria, Sidharth Pansari, Sprout Capital;Seed Funding;N/A;nan
692;2017/07/12;Innoviti;Technology;Digital payments solutions;Bangalore;SBI-FMO Fund, Bessemer Venture Partners, Catamaran Ventures;Private Equity;1,85,00,000;nan
693;2017/07/12;VDeliver;Logistics;Door Step Delivery platform;Hyderabad;Corvus Ventures, MAPE Advisory Group;Private Equity;N/A;nan
694;2017/07/12;Bottr.me;Technology;Chatbot creation tool;Bangalore;500 Startups, Purvi Capital, Rajan Anandan, Abhishek Gupta;Seed Funding;N/A;nan
695;2017/07/12;Arcatron;Technology;Next Gen Mobility device manufacturer;Pune;Indian Angel Network;Seed Funding;N/A;nan
696;2017/07/14;QwikSpec;Technology;Construction site operations and analytics platform;Bangalore;Brigade Innovations LLP, TV Mohandas Pai, Suhail Rahman, Bobby Reddy, M George Oommen;Seed Funding;5,40,000;nan
697;2017/07/14;Chumbak;eCommerce;Designer consumer products Marketplace;Bangalore;Blacksoil Capital Pvt. Ltd;Private Equity;17,00,000;nan
698;2017/07/17;Increff;Technology;Sales Solutions for Fashion Brands;Bangalore;Sequoia Capital, Grey Orange, Rajesh Ramaiah, Anshuman Das, Rishi Das;Seed Funding;20,00,000;nan
699;2017/07/17;Vayana;Technology;Enterprise Banking Solutions;Pune;IDG Ventures India Advisors, Jungle Ventures;Private Equity;40,00,000;nan
700;2017/07/18;MObiquest;Technology;Mobile Services & Solutions;Noida;One97 Communication Ltd;Private Equity;N/A;nan
701;2017/07/18;Ambee;Consumer Internet;Ambulance Aggregation Services;Hyderabad;Uber Technologies Inc, Amaya Capital LLP;Seed Funding;N/A;nan
702;2017/07/18;Ideal Insurance;Consumer Internet;Online Insurance platform;Kolkata;Xelpmoc;Seed Funding;N/A;nan
703;2017/07/18;Hypernova Interactive;Technology;Mobile games creator;Bangalore;Kae Capital;Seed Funding;N/A;nan
704;2017/07/19;Rentomojo;Consumer Internet;Consumer Leasing Platform;Bangalore;ain Capital Ventures, Renaud Laplanche;Private Equity;1,00,00,000;nan
705;2017/07/19;AirCTO;Consumer Internet;AI powered recruitment platform;Bangalore;Francesco Cara;Seed Funding;N/A;nan
706;2017/07/19;Playablo;Technology;Gamified Learning App;Bangalore;ABI-Showatech (India) Ltd;Seed Funding;6,00,000;nan
707;2017/07/20;Trupay;Technology;Online payments platform;Gurgaon;Kae Capital, M&S Partners,;Seed Funding;7,00,000;nan
708;2017/07/21;Brick2Wall;eCommerce;Online Marketplace for Construction Material;Gurgaon;Subramani Somasundaram, Sundeep Sahni, Mayank Mittal & Others;Seed Funding;2,00,000;nan
709;2017/07/21;FableStreet;eCommerce;Women Work wear etailer;New Delhi;Harmeet Bajaj, Pameela P, Fusiontech Ventures & Others;Seed Funding;N/A;nan
710;2017/07/21;Monsoon Fintech;Technology;Machine Learning Access platform;New Delhi;Sunil Kalra, Aditya Singh, Rishi Srivastava, Rajan Anandan;Seed Funding;N/A;nan
711;2017/07/21;MonkeyBox;Consumer Internet;Healthy Food Delivery Platform;Bangalore;Blume Ventures, NB Ventures, Nspira;Seed Funding;N/A;nan
712;2017/07/25;Noticeboard;Consumer Internet;Mobile-first Enterprise communication platform;Bangalore;Stellaris Venture Partners,;Private Equity;12,00,000;nan
713;2017/07/25;Byju\\xe2\\x80\\x99s;Consumer Internet;Mobile Learning App;Bangalore;Tencent Holdings;Private Equity;3,50,00,000;nan
714;2017/07/26;Creator\\xe2\\x80\\x99s Gurukul;Others;Co-Working Space Provider;New Delhi;Yuvraj Singh;Seed Funding;N/A;nan
715;2017/07/26;Fab Hotels;Consumer Internet;Budget hotels brand & Aggregator Platform;New Delhi;Goldman Sachs;Private Equity;2,50,00,000;nan
716;2017/07/26;ThinkerBell;Consumer Internet;Assisted Learning Startup;Bangalore;Indian Angel Network, Anand Mahindra;Seed Funding;2,00,000;nan
