Sr No;Date dd/mm/yyyy;Startup Name;Industry Vertical;SubVertical;City  Location;Investors Name;InvestmentnType;Amount in USD;Remarks
2817;2015/04/07;PressPlay;Travel Entertainment;nan;New Delhi;Sequoia Capital, Jason Hirschhorn, Jarett Posner, and Amit Bhatiani;Seed Funding;22,00,000;
2818;2015/04/07;LogiNext;Logistics Tech;nan;Mumbai;Ajit Surana, Sanjay Mehta;Seed Funding;N/A;
2819;2015/04/08;FirstCry.com;eCommerce;nan;Pune;Silicon Valley Ventures, NEA Ventures, Valiant Capital, IDG Ventures India,\\xc2\\xa0 SAIF Partners, Vertex Ventures;Private Equity;1,00,00,000;Series D ( In Feb it was announced they raised 26M, but it is 36M, so added here)
2820;2015/04/08;MobiKwik;Digital / Mobile Wallet;nan;Gurgaon;Tree Line Asia, Cisco Investments, American Express, Sequoia Capital;Private Equity;2,50,00,000;Series B
2821;2015/04/08;Olacabs;Cab Aggregator;nan;Bangalore;DST Global, Steadview Capital, Tiger Global, Accel Partners & Others;Private Equity;40,00,00,000;Series E (Updated from 315M to 400M after Press Release)
2822;2015/04/09;Gadgetwood;Device Repair Svcs;nan;New Delhi;Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal,\\nNitin Singhal & Others;Seed Funding;2,00,000;
2823;2015/04/09;Bonhomia;Premium Beverages;nan;New Delhi;Kanwaljit Singh, Shripad Nadkarni, Sarvesh Shahra & Others;Seed Funding;20,00,000;
2824;2015/04/09;Changer Mints;Digital / Mobile Wallet;nan;Kolkata;Hyderabad based investor;Seed Funding;1,65,000;
2825;2015/04/09;Urban Ladder;Online Furnishing\\neCommerce;nan;Bangalore;Sequoia Capital, TR Capital, Steadview Capital, SAIF Partners, Kalaari Capital;Private Equity;5,00,00,000;Series C
2826;2015/04/09;Purple Squirrel;Ed-Tech;nan;Mumbai;Matrix Partners India, India Quotient;Private Equity;N/A;Series B
2827;2015/04/10;Whatfix;Interactive\\xc2\\xa0 How-To Guides;nan;Bangalore;Helion Venture Partner, Powerhouse Ventures, GSF and Other angel investors;Seed Funding;9,00,000;
2828;2015/04/10;iMMi Life;Mobile Health Tech;nan;Chennai;Unitus Seed Fund;Seed Funding;N/A;
2829;2015/04/11;Zomato;Restaurant Reviews;nan;Gurgaon;Info Edge (India);Private Equity;2,50,00,000;Late Stage
2830;2015/04/13;ZopNow;Online Grocer;nan;Bangalore;Dragoneer Investment, Accel Partners, Qualcomm Ventures, Times Internet;Private Equity;1,00,00,000;Series B
2831;2015/04/13;Nayi Disha;Ed-Tech;nan;New Delhi;Ajay Relan,;Seed Funding;3,00,000;
2832;2015/04/13;The Porter;Logistics Tech;nan;Mumbai;Kae Capital;Seed Funding;5,00,000;
2833;2015/04/13;Commeasure;Online Hotel Booking;nan;Noida;Jungle Ventures;Seed Funding;10,00,000;
2834;2015/04/13;Capricoast;Online Kitchen Furniture;nan;Bangalore;Accel Partners India;Seed Funding;12,50,000;
2835;2015/04/14;LocalOye;Hyper-local Online Services;nan;Mumbai;Tiger Global Management, Lightspeed Venture Partners;Private Equity;50,00,000;Series A
2836;2015/04/15;Grofers;Hyper-Local Online/Mobile Grocery;nan;Gurgaon;Tiger Global, Sequoia Capital;Private Equity;3,50,00,000;Series B
2837;2015/04/15;PepperTap;Hyper-Local Online/Mobile Grocery;nan;Gurgaon;SAIF Partners, Sequoia Capital;Private Equity;1,00,00,000;Series A
2838;2015/04/15;PolicyBazaar;Online Policy Aggregator;nan;Gurgaon;PremjiInvest, Tiger Global, Ribbit Capital;Private Equity;4,00,00,000;Series D
2839;2015/04/16;UrbanClap;Hyperlocal Mobile Services Marketplace;nan;New Delhi;SAIF Partners, Accel Partners, Kunal Bahl, Rohit Bansal;Seed Funding;16,00,000;
2840;2015/04/16;Taskbob;OnDemand\\nMobile Handyman Services;nan;Mumbai;Orios Venture Partners, Mayfield India;Seed Funding;12,00,000;
2841;2015/04/17;Robosoft;Mobile App Development;nan;Udupi;Ascent Capital, Kalaari Capital;Private Equity;1,20,00,000;Series B
2842;2015/04/18;Doormint;On-Demand Handyman Services;nan;Mumbai;Powai Lake Ventures;Seed Funding;N/A;
2843;2015/04/20;Vyomo;Beauty & Wellness Mobile App;nan;Gurgaon;YouWeCan Ventures;Seed Funding;N/A;
2844;2015/04/20;Pastiwala;Material Collection & Recycling;nan;Vadodara;Agnus Capital;Private Equity;40,00,000;Series A
2845;2015/04/20;1mg (Healthkartplus);Online Pharmacy & Drug DB;nan;Gurgaon;Deep Kalra, Sequoia Capital, Omidyar Network, Intel Capital & Kae Capital;Private Equity;60,00,000;Series A
2846;2015/04/20;Freshdesk;Online / Mobile Customer Support;nan;Chennai;Tiger Global, Google Capital & Accel Partners;Private Equity;5,00,00,000;Series E
2847;2015/04/20;Sulekha.com;Online Classifieds & Listings;nan;Chennai;GIC ventures;Private Equity;2,80,00,000;Series C
2848;2015/04/22;FindYahan;Hyperlocal services marketplace;nan;New Delhi;The Phoenix Fund;Private Equity;N/A;Series A
2849;2015/04/22;Eat.Shop.Love;Fashion ECommerce;nan;Bangalore;Undisclosed Investor;Private Equity;35,00,000;Series A
2850;2015/04/22;Avanti Learning;Private Coaching Centers;nan;New Delhi;Michael & Susan Dell Foundation, Pearson Learning Fund;Private Equity;15,00,000;Series A
2851;2015/04/23;Simplilearn;Online Certification Courses;nan;Bangalore;Mayfield Ventures, Kalaari Capital, Helion Ventures;Private Equity;1,50,00,000;Series C
2852;2015/04/23;Craftstvilla;Ethnic Product eCommerce;nan;Mumbai;Sequoia Capital, Nexus venture Partners, Lightspeed Ventures, GFC;Private Equity;1,80,00,000;Series B
2853;2015/04/23;HeadOut;Last Minute Travel Deals mobile marketplace;nan;Bangalore / SFO;Version One Ventures, 500 Startups, Nexus Venture Partners and Arena Ventures;Seed Funding;18,00,000;
2854;2015/04/23;happay;usiness expense management;nan;Bangalore;AngelPrime;Seed Funding;5,00,000;
2855;2015/04/23;Jugnoo;Auto Rickshaw based Logistics;nan;Chandigarh;Rakesh Mathur, Vikas Taneja & others;Seed Funding;10,00,000;
2856;2015/04/23;EazyDiner;Restaurant reservation app;nan;New Delhi;Deepak Shahdadpuri, Gulpreet Kohli;Seed Funding;N/A;
2857;2015/04/23;Phone Warrior;Spam Call block App;nan;New Delhi;Lightspeed Ventures;Seed Funding;N/A;Pre-Series A
2858;2015/04/24;Coverfox;Online Insurance Aggregator;nan;Mumbai;Accel US, Accel India, SAIF Partners.;Private Equity;1,20,00,000;Series B
2859;2015/04/27;Torqus;Restaurant Management Platform;nan;Pune;S S Mukherji & Others;Seed Funding;3,50,000;
2860;2015/04/27;Grab;Food Logistics & Delivery;nan;Mumbai;Oliphans Capital, Haresh Chawla;Seed Funding;10,00,000;
2861;2015/04/27;LogicRoots;Interactive Educational Games;nan;Jaipur;Ah! Ventures, Calcutta Angels,\\xc2\\xa0 91SpringBoard;Seed Funding;4,00,000;
2862;2015/04/27;GIBBS;Clean Tech;nan;New Delhi;Infuse Ventures fund;Private Equity;N/A;Series B
2863;2015/04/28;Babajobs;Grey collar Job Board;nan;Bangalore;SEEK Ltd & affiliates;Private Equity;1,00,00,000;Series B
2864;2015/04/28;Urban Ladder;Online Furniture ecommerce;nan;Bangalore;Anand Rajaraman, Venky Harinarayan;Private Equity;N/A;Series D
2865;2015/04/28;Jay Robotix;Robotic Program learning;nan;Hyderabad;Cross Border Angels & others;Seed Funding;2,50,000;
2866;2015/04/28;Naaptol.com;Tele-Shopping / eCommerce;nan;Mumbai;Mitsui & Co & existing investors;Private Equity;2,15,00,000;Series C
2867;2015/04/29;ReGlobe;Used Gadgets Buy / Refurbishing;nan;Gurgaon;Bessemer Ventures, Blume Ventures;Seed Funding;10,00,000;
2868;2015/04/29;Icertis;Cloud Enterprise Software;nan;Pune / US;Greycroft Partners, Fidelity Growth Partners;Private Equity;60,00,000;Series A
2869;2015/04/29;Tracxn;Startup Analytics platform;nan;Bangalore;SAIF Partners;Private Equity;35,00,000;Series A
2870;2015/04/29;Dazo;Mobile Food Ordering app;nan;Bangalore;Sumit Jain, Aprameya Radhakrishna, Alok Goel, Rajan Anandan, Amit Agrawal, Vinay Goel, Gaurav Munjal, Ashish Dev Kapur;Seed Funding;N/A;
2871;2015/04/29;Tradelab;Financial Markets Software;nan;Bangalore;Rainmatter;Seed Funding;4,00,000;
2872;2015/04/29;PiQube;Hiring Analytics platform;nan;Chennai;The HR Fund;Seed Funding;5,00,000;
2873;2015/04/29;Travel Triangle;Online Travel Marketplace;nan;Noida;Bessemer Venture Partners, SAIF Partners;Private Equity;80,00,000;Series B
2874;2015/03/02;TrulyMadly.com;nan;nan;nan;Helion Venture Partners, Kae Capital;Private Equity;55,00,000;Series A
2875;2015/03/02;InstaLively;nan;nan;nan;Group of Angel Investors;Seed Funding;1,20,000;
2876;2015/03/03;Vserv;nan;nan;nan;Maverick Capital, IDG Ventures India;Private Equity;1,50,00,000;
2877;2015/03/03;Intruo.com;nan;nan;nan;Ashutosh Lawania, Alok Goel & others;Seed Funding;N/A;
2878;2015/03/05;Niffler;nan;nan;nan;SAIF Partners;Seed Funding;10,00,000;
2879;2015/03/05;CustomFurnish.com;nan;nan;nan;Madhukar Gangadi, Satish Reddy, Srini Raju, Srini Koppolu & SIDBI;Private Equity;25,00,000;
2880;2015/03/06;MapMyGenome;nan;nan;nan;Rajan Anandan & other angel investors;Private Equity;12,00,000;
2881;2015/03/09;Crowdfire (formerly Justunfollow);nan;nan;nan;Kalaari Capital;Private Equity;25,00,000;
2882;2015/03/09;Bite Club;nan;nan;nan;Powai Lake Ventures, Aneesh Reddy, Ashish Kashyap, Alok Mittal;Seed Funding;5,00,000;
2883;2015/03/10;Localbanya;nan;nan;nan;Shrem Strategies;Private Equity;N/A;Series B
2884;2015/03/11;Appedo;nan;nan;nan;Undisclosed Investors;Seed Funding;10,00,000;
2885;2015/03/11;Fitraq.com;nan;nan;nan;Tarun Arora;Seed Funding;1,50,000;
2886;2015/03/11;ChargeBee;nan;nan;nan;Tiger Global, Accel Partners;Private Equity;50,00,000;Series B
2887;2015/03/11;Groupon India;nan;nan;nan;Sequoia Capital;Private Equity;2,00,00,000;
2888;2015/03/12;Process 9;nan;nan;nan;IAN Ventures, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, Ajai Chowdhry;Seed Funding;N/A;
2889;2015/03/12;MoonFrog Labs;nan;nan;nan;Tiger Global, Sequoia Capital.;Private Equity;1,50,00,000;Series A
2890;2015/03/13;Foodpanda;nan;nan;nan;Rocket Internet AG & others;Private Equity;11,00,00,000;Series C
2891;2015/03/13;Paytm;nan;nan;nan;Ratan Tata;Private Equity;N/A;More details
2892;2015/03/13;DiabetOmics;nan;nan;nan;VentureEast,\\xc2\\xa0 Varaprasad Reddy;Private Equity;50,00,000;Series C
2893;2015/03/13;Qyk;nan;nan;nan;Powai Lake Ventures, Zishan Hayath, Abhishek Goyal, Sahil Barua;Seed Funding;N/A;
2894;2015/03/14;Daily Rounds;nan;nan;nan;Kae Capital, GSF, Teruhide Sato;Seed Funding;5,00,000;
2895;2015/03/14;Orobind;nan;nan;nan;Zishaan Hayath, Lalit Mangal, Harpreet Singh Grover;Seed Funding;2,00,000;
2896;2015/03/14;Routofy;nan;nan;nan;Kunal Bahl, Rohit Bansal;Seed Funding;N/A;
2897;2015/03/16;Digital Gorkha;nan;nan;nan;Ramesh kavediya;Seed Funding;1,66,000;
2898;2015/03/16;NestAway;nan;nan;nan;IDG Ventures, Naveen Tewari;Seed Funding;13,00,000;
2899;2015/03/16;The Better India;nan;nan;nan;I-cube-N;Seed Funding;1,66,000;
2900;2015/03/16;Meru Cabs;nan;nan;nan;Value Fund Advisors;Private Equity;5,00,00,000;
2901;2015/03/17;GolfLAN;nan;nan;nan;YourNest Angel Fund;Seed Funding;N/A;
2902;2015/03/18;Drivestream;nan;nan;nan;Wipro;Private Equity;50,00,000;
2903;2015/03/18;wWhere;nan;nan;nan;Group of Angel Investors;Seed Funding;2,00,000;
2904;2015/03/18;GoJavas;nan;nan;nan;Snapdeal;Private Equity;N/A;Minority stake, Strategic
2905;2015/03/19;Tripoto;nan;nan;nan;IDG Ventures, Outbox Ventures;Private Equity;20,00,000;Pre-Series A
2906;2015/03/19;Graphic India;nan;nan;nan;CA Media LP,\\xc2\\xa0 Start Media.;Seed Funding;28,00,000;
2907;2015/03/20;Harness Handitouch;nan;nan;nan;Armat Group;Private Equity;N/A;Series A
2908;2015/03/20;Lets Corp;nan;nan;nan;Wu Chay Chin;Seed Funding;30,00,000;
2909;2015/03/20;CollateBox;nan;nan;nan;LetsVenture;Seed Funding;1,80,000;
2910;2015/03/20;Mahindra First Choice;nan;nan;nan;Valiant Capital;Private Equity;1,50,00,000;Series B
2911;2015/03/21;Round One;nan;nan;nan;HT Media, Arun Duggal;Seed Funding;N/A;
2912;2015/03/23;RazorPay;nan;nan;nan;Y Combinator;Seed Funding;1,20,000;
2913;2015/03/23;Mosambee;nan;nan;nan;RVCF and SIDBI;Private Equity;N/A;Series B
2914;2015/03/24;Furlenco;nan;nan;nan;LightBox Ventures;Private Equity;60,00,000;Series A
2915;2015/03/24;Cubito;nan;nan;nan;Sol Primero;Seed Funding;1,60,000;
2916;2015/03/25;Teabox;nan;nan;nan;JAFCO Asia, Keystone Group, Dragoneer Investment, Accel Partners;Private Equity;60,00,000;Series A
2917;2015/03/25;Artoo;nan;nan;nan;Accion Venture Labs, Rianta Capital;Private Equity;5,00,000;Series A
2918;2015/03/25;Fxkart.com;nan;nan;nan;Dr Mushtaq Shah, Dr Faraz Naqvi;Seed Funding;20,00,000;
2919;2015/03/25;Rozgar Mela;nan;nan;nan;Impact Investment Holding, Upaya Social Ventures;Seed Funding;N/A;
2920;2015/03/25;OYO Rooms;nan;nan;nan;Greenoaks capital, Sequoia Capital, LightSpeed Ventures;Private Equity;2,50,00,000;Series A
2921;2015/03/26;Roposo.com;nan;nan;nan;Tiger Global Management, Indian Quotient, Binny Bansal;Private Equity;50,00,000;Series A
2922;2015/03/26;Teewe;nan;nan;nan;Sequoia Capital, India Quotient;Seed Funding;17,50,000;
2923;2015/03/26;ePoise;nan;nan;nan;Undisclosed;Seed Funding;N/A;
2924;2015/03/27;Urjas;nan;nan;nan;Solidarity Venture Capital & others;Seed Funding;1,00,000;
2925;2015/03/27;Chargein;nan;nan;nan;Pittie Group;Seed Funding;1,00,000;
2926;2015/03/28;Yogurt Labs;nan;nan;nan;Nick Adams, Kiran Bhat, Family Pot Investments LLP;Seed Funding;1,15,000;
2927;2015/03/28;LimeRoad.com;nan;nan;nan;Tiger Global, Matrix Partners, Lightspeed Venture Partners;Private Equity;3,00,00,000;
2928;2015/03/28;Team Indus;nan;nan;nan;Nandan Nilekani, Rajiv Mody, Ajai Chowdhary;Private Equity;15,00,000;Pre-Series A
2929;2015/03/30;Arohan Financial Services;nan;nan;nan;Tano Capital;Private Equity;1,00,00,000;
2930;2015/03/30;BillDesk;nan;nan;nan;TA Associates;Private Equity;7,50,00,000;Incremental Capital
2931;2015/03/31;Triphobo;nan;nan;nan;Mayfield Ventures, Kalaari Capital;Private Equity;30,00,000;Series B (More Here)
2932;2015/03/31;Aryaka;nan;nan;nan;Trinity Ventures, InterWest Partners, Mohr Davidow Ventures, Presidio Ventures;Private Equity;1,60,00,000;Series D
2933;2015/03/31;Appsdaily;nan;nan;nan;Zodius Capital, Ru-Net, Kalaari Capital,\\xc2\\xa0 Qualcomm Ventures;Private Equity;1,60,00,000;Series C
2934;2015/02/02;Faaya;nan;nan;nan;Group of Angel Investors;Seed\\nFunding;16,6;At the 10 minute million event
2935;2015/02/02;InstaBounce;nan;nan;nan;Group of Angel Investors;Seed\\nFunding;16,6;At the 10 minute million event
2936;2015/02/02;Chloroplast Foods;nan;nan;nan;Group of Angel Investors;Seed\\nFunding;16,6;At the 10 minute million event
2937;2015/02/02;Dealwithus;nan;nan;nan;Group of Angel Investors;Seed\\nFunding;16,6;At the 10 minute million event
2938;2015/02/02;CleverSharks;nan;nan;nan;Group of Angel Investors;Seed\\nFunding;16,6;At the 10 minute million event
2939;2015/02/02;Leaf;nan;nan;nan;Group of Angel Investors;Seed\\nFunding;16,6;At the 10 minute million event
2940;2015/02/02;SmartPocket;nan;nan;nan;Sol Primero, Rajiv Mehta;Seed\\nFunding;2,50,000;For mobile app
2941;2015/02/02;Yumist;nan;nan;nan;Orios Venture Partner;Private Equity;10,00,000;
2942;2015/02/02;NowFloats;nan;nan;nan;Omidyar Network;Private Equity;N/A;Series A
2943;2015/02/02;FirstCry;nan;nan;nan;Valiant Capital Partners;Private Equity;2,60,00,000;Series D
2944;2015/02/02;HolaChef;nan;nan;nan;India Quotient;Seed\\nFunding;3,25,000;
2945;2015/02/03;Frsh.co.in;nan;nan;nan;India Quotient, Kae Capital;Seed\\nFunding;5,18,000;
2946;2015/02/03;Manthan;nan;nan;nan;Temasek, Norwest Venture Partners;Private Equity;6,00,00,000;Series D
2947;2015/02/05;Kobster.com;nan;nan;nan;Splice Advisors;Seed\\nFunding;N/A;
2948;2015/02/05;Culture Machine;nan;nan;nan;Tiger Global, Times Internet, Zodius Capital;Private Equity;1,80,00,000;Series B
2949;2015/02/05;Paytm;nan;nan;nan;Ant Financial Services (Alipay);Private Equity;N/A;Strategic Investment (25% stake)
2950;2015/02/05;Aisle.co;nan;nan;nan;Anand Vijay, Shashank Mehrotra & Others;Seed\\nFunding;1,00,000;
2951;2015/02/06;FreeCharge;nan;nan;nan;Valiant Capital, Tybourne Capital, Sequoia Capital, RuNet and Sofina;Private Equity;8,00,00,000;Series C
2952;2015/02/06;NewsHunt;nan;nan;nan;Falcon Edge Capital, Matrix Partners India, Sequoia Capital India and Omidyar Network;Private Equity;4,00,00,000;Series C
2953;2015/02/09;MyNoticePeriod;nan;nan;nan;IDG Ventures;Private Equity;30,00,000;Series A
2954;2015/02/09;CarDekho.com;nan;nan;nan;Ratan Tata;Private Equity;N/A;
2955;2015/02/09;Faaso\\xe2\\x80\\x99s;nan;nan;nan;Lightbox Ventures;Private Equity;2,00,00,000;Series B
2956;2015/02/10;CarTrade.com;nan;nan;nan;Chip Perry;Private Equity;N/A;
2957;2015/02/10;StoreKing;nan;nan;nan;Mangrove Capital Partners;Private Equity;N/A;
2958;2015/02/11;Capital Float;nan;nan;nan;SAIF Partners, Sequoia Capital, Aspada;Private Equity;1,30,00,000;Series A
2959;2015/02/11;Nimble Wireless;nan;nan;nan;AngelPrime;Seed\\nFunding;30,00,000;
2960;2015/02/11;Townscript;nan;nan;nan;Group of Angel Investors;Seed\\nFunding;N/A;
2961;2015/02/11;FindYahan;nan;nan;nan;Karan Bajwa, Parvesh Bareja , Sunjay Kapur, Amanpreet Bajaj;Seed\\nFunding;N/A;
2962;2015/02/12;Stayzilla;nan;nan;nan;Nexus Venture Partners, Matrix Partners;Private Equity;2,00,00,000;Series B
2963;2015/02/12;Practo;nan;nan;nan;Sequoia Capital, Matrix Partners;Private Equity;3,00,00,000;Series B
2964;2015/02/13;CimplyFive;nan;nan;nan;Suresh Senapaty, TV Mohandas Pai;Seed\\nFunding;N/A;
2965;2015/02/13;20Dresses;nan;nan;nan;Srinivas Aluri, Srinivas Modukury, BS Nagesh;Seed\\nFunding;10,00,000;
2966;2015/02/13;Itzcash;nan;nan;nan;Ashok Goel (promoter);Private Equity;1,65,00,000;Promoter Commitment
2967;2015/02/16;NewsInShorts;nan;nan;nan;Tiger Global, Rebright Partners, Sachin and Binny Bansal;Private Equity;41,50,000;Series A
2968;2015/02/16;iTraveller.com;nan;nan;nan;ah! Ventures;Private Equity;10,00,000;Series A
2969;2015/02/17;NextGen;nan;nan;nan;Mumbai Angels & Group of other investors;Seed\\nFunding;N/A;
2970;2015/02/18;Wooplr.com;nan;nan;nan;Helion Venture Partners;Private Equity;50,00,000;Series A
2971;2015/05/19;Springleap;nan;nan;nan;Cross Border Angels;Seed\\nFunding;8,00,000;
2972;2015/02/20;Klip.in;nan;nan;nan;Calcutta Angels, Venture Nursery Angels Mumbai Angels;Seed\\nFunding;5,00,000;
2973;2015/02/20;Renderlogy;nan;nan;nan;Brick Eagle;Private Equity;16,00,000;Series A
2974;2015/02/21;Appbase;nan;nan;nan;DA-IICT, Techstars, Carnegie Mellon University, Startup Brasil program;Seed\\nFunding;2,90,000;Grant + Seed funding
2975;2015/02/23;HomeLane;nan;nan;nan;Sequoia Capital, Ranjan Pai, Mohandas Pai & others;Private Equity;45,00,000;Series A
2976;2015/02/23;Trip38;nan;nan;nan;InterGlobe Technology Quotient, Lantern Capital;Private Equity;10,00,000;Series A
2977;2015/02/23;Smartairtrip.com;nan;nan;nan;Undisclosed;Private Equity;1,00,00,000;Series A
2978;2015/02/23;NoBroker;nan;nan;nan;SAIF Partners, Fulcrum Ventures;Private Equity;30,00,000;Series A
2979;2015/02/24;Caravan Craft Retail;nan;nan;nan;Unitus Seed Fund\\nNarayan Ramachandran, Bijou Kurien;Seed\\nFunding;5,00,000;
2980;2015/02/25;SquadRun;nan;nan;nan;Amit Ranjan, Deepinder Goyal, Zishaan Hayath, Powai Lake Ventures;Seed\\nFunding;N/A;
2981;2015/02/25;Clonect Solutions;nan;nan;nan;V Balakrishnan, T V Mohandas Pai, BC Prabhakar;Seed\\nFunding;2,50,000;
2982;2015/02/25;TaxSutra;nan;nan;nan;V Balakrishnan, T V Mohandas Pai;Seed\\nFunding;1,60,000;
2983;2015/02/25;PepperTap;nan;nan;nan;Sequoia Capital;Seed\\nFunding;N/A;
2984;2015/02/25;Sattviko;nan;nan;nan;Sumit Jain, Rajat Jain, Sanjay Bhasin;Seed\\nFunding;3,20,000;
2985;2015/02/25;IndustryBuying;nan;nan;nan;SAIF Partners;Private Equity;20,00,000;Series A
2986;2015/02/26;FreshWorld;nan;nan;nan;Kris Gopalakrishnan, Nagaraja Prakasam;Seed\\nFunding;N/A;
2987;2015/02/26;TinyOwl;nan;nan;nan;Matrix Partners, Sequoia Capital, Nexus Venture Partners;Private Equity;1,60,00,000;Series B
2988;2015/02/27;Momoe;nan;nan;nan;IDG Ventures India, Jungle Ventures, India Quotient.;Seed\\nFunding;12,00,000;
2989;2015/02/27;Grofers;nan;nan;nan;Tiger Global Management, Sequoia Capital India;Private Equity;1,00,00,000;Series A
2990;2015/01/02;LensKart;nan;nan;nan;TPG Growth, TR Capital, IDG Ventures;Private Equity;21,50,000;
2991;2015/01/02;VioletStreet;nan;nan;nan;Venkat Vallabhneni, Sudhakar Reddy, Srinivasa Rao Paturi;Seed\\nFunding;3,15,000;
